"時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","都道府県・市部－郡部－市区町村別 コード","都道府県・市部－郡部－市区町村別 補助コード","都道府県・市部－郡部－市区町村別","/人口動態総覧","出生数【人】","2500g未満出生数【人】","死亡数【人】","乳児（１歳未満）死亡数【人】","新生児（生後4週未満）死亡数【人】","自然死産数【胎】","人工死産数【胎】","周産期死亡数【胎・人】","妊娠満22週以後の死産数【胎】","早期新生児（生後1週未満）死亡数【人】","婚姻件数【組】","離婚件数【組】"
"2018000000","","2018年","01394","","蘭越町","","27","3","86","-","-","-","-","-","-","-","10","6"
"2018000000","","2018年","01395","","ニセコ町","","30","2","54","-","-","-","-","-","-","-","31","7"
"2018000000","","2018年","01396","","真狩村","","17","1","39","-","-","-","-","-","-","-","7","3"
"2018000000","","2018年","01397","","留寿都村","","17","-","24","-","-","-","-","-","-","-","9","4"
"2018000000","","2018年","01398","","喜茂別町","","14","2","40","-","-","-","-","-","-","-","9","4"
"2018000000","","2018年","01399","","京極町","","14","-","47","-","-","-","-","-","-","-","8","5"
"2018000000","","2018年","01400","","倶知安町","","126","11","154","-","-","1","1","-","-","-","86","22"
"2018000000","","2018年","01401","","共和町","","41","3","61","-","-","-","-","-","-","-","26","8"
"2018000000","","2018年","01402","","岩内町","","69","1","210","1","-","-","-","-","-","-","44","28"
"2018000000","","2018年","01403","","泊村","","9","1","29","-","-","-","-","-","-","-","7","2"
"2018000000","","2018年","01404","","神恵内村","","2","-","24","-","-","-","-","-","-","-","1","-"
"2018000000","","2018年","01405","","積丹町","","15","-","49","-","-","-","-","-","-","-","5","4"
"2018000000","","2018年","01406","","古平町","","10","1","75","-","-","-","-","-","-","-","10","4"
"2018000000","","2018年","01407","","仁木町","","19","1","68","-","-","-","-","-","-","-","11","2"
"2018000000","","2018年","01408","","余市町","","83","6","302","-","-","1","2","-","-","-","61","30"
"2018000000","","2018年","01409","","赤井川村","","6","-","12","-","-","-","-","-","-","-","11","2"
"2018000000","","2018年","01423","","南幌町","","33","3","93","2","1","2","-","1","-","1","17","8"
"2018000000","","2018年","01424","","奈井江町","","19","4","93","-","-","-","1","-","-","-","10","8"
"2018000000","","2018年","01425","","上砂川町","","12","3","75","-","-","-","-","-","-","-","9","3"
"2018000000","","2018年","01427","","由仁町","","14","1","92","-","-","-","-","-","-","-","10","6"
"2018000000","","2018年","01428","","長沼町","","42","2","165","-","-","2","3","-","-","-","31","19"
"2018000000","","2018年","01429","","栗山町","","54","3","203","-","-","-","-","-","-","-","39","12"
"2018000000","","2018年","01430","","月形町","","14","1","70","-","-","-","1","-","-","-","10","3"
"2018000000","","2018年","01431","","浦臼町","","7","-","35","-","-","-","-","-","-","-","5","3"
"2018000000","","2018年","01432","","新十津川町","","33","2","109","-","-","1","1","1","1","-","10","6"
"2018000000","","2018年","01433","","妹背牛町","","7","-","46","-","-","-","-","-","-","-","10","2"
"2018000000","","2018年","01434","","秩父別町","","12","-","36","-","-","-","-","-","-","-","10","4"
"2018000000","","2018年","01436","","雨竜町","","8","-","43","-","-","-","1","-","-","-","3","1"
"2018000000","","2018年","01437","","北竜町","","9","-","37","-","-","-","-","-","-","-","11","1"
"2018000000","","2018年","01438","","沼田町","","22","1","58","-","-","-","-","-","-","-","11","1"
"2018000000","","2018年","01452","","鷹栖町","","38","4","91","-","-","-","1","-","-","-","15","14"
"2018000000","","2018年","01453","","東神楽町","","66","12","97","-","-","-","1","-","-","-","21","28"
"2018000000","","2018年","01454","","当麻町","","14","3","108","-","-","-","1","-","-","-","13","13"
"2018000000","","2018年","01455","","比布町","","14","2","75","-","-","-","-","-","-","-","8","6"
"2018000000","","2018年","01456","","愛別町","","15","1","52","-","-","-","1","-","-","-","4","-"
"2018000000","","2018年","01457","","上川町","","17","1","81","-","-","1","-","1","1","-","9","3"
"2018000000","","2018年","01458","","東川町","","45","1","107","-","-","-","1","-","-","-","16","16"
"2018000000","","2018年","01459","","美瑛町","","35","5","152","-","-","2","-","-","-","-","30","14"
"2018000000","","2018年","01460","","上富良野町","","72","5","123","-","-","-","-","-","-","-","65","14"
"2018000000","","2018年","01461","","中富良野町","","37","4","83","-","-","1","-","-","-","-","16","5"
"2018000000","","2018年","01462","","南富良野町","","23","2","48","-","-","-","-","-","-","-","12","8"
"2018000000","","2018年","01463","","占冠村","","7","1","17","-","-","-","-","-","-","-","3","2"
"2018000000","","2018年","01464","","和寒町","","16","1","59","-","-","-","2","-","-","-","5","4"
"2018000000","","2018年","01465","","剣淵町","","19","-","51","-","-","-","-","-","-","-","6","1"
"2018000000","","2018年","01468","","下川町","","17","1","60","-","-","-","-","-","-","-","10","5"
"2018000000","","2018年","01469","","美深町","","23","4","75","-","-","-","-","-","-","-","9","6"
"2018000000","","2018年","01470","","音威子府村","","7","1","4","-","-","-","-","-","-","-","6","1"
"2018000000","","2018年","01471","","中川町","","9","-","22","-","-","-","-","-","-","-","5","2"
"2018000000","","2018年","01472","","幌加内町","","4","1","28","-","-","-","-","-","-","-","1","2"
"2018000000","","2018年","01481","","増毛町","","14","2","88","-","-","-","-","-","-","-","19","7"
"2018000000","","2018年","01482","","小平町","","21","2","47","-","-","-","1","-","-","-","11","1"
"2018000000","","2018年","01483","","苫前町","","18","-","55","-","-","-","1","-","-","-","9","5"
"2018000000","","2018年","01484","","羽幌町","","38","3","109","-","-","1","-","-","-","-","29","13"
"2018000000","","2018年","01485","","初山別村","","6","1","12","-","-","-","-","-","-","-","5","-"
"2018000000","","2018年","01486","","遠別町","","11","-","38","-","-","1","-","-","-","-","4","5"
"2018000000","","2018年","01487","","天塩町","","14","1","45","-","-","-","-","-","-","-","15","6"
"2018000000","","2018年","01511","","猿払村","","28","3","20","-","-","-","1","-","-","-","18","4"
"2018000000","","2018年","01512","","浜頓別町","","18","2","46","-","-","1","-","-","-","-","15","4"
"2018000000","","2018年","01513","","中頓別町","","8","-","29","-","-","-","-","-","-","-","3","4"
"2018000000","","2018年","01514","","枝幸町","","50","2","124","-","-","-","-","-","-","-","38","14"
"2018000000","","2018年","01516","","豊富町","","22","3","71","-","-","-","-","-","-","-","17","3"
"2018000000","","2018年","01517","","礼文町","","15","2","40","-","-","-","-","-","-","-","10","3"
"2018000000","","2018年","01518","","利尻町","","16","3","34","-","-","-","1","-","-","-","5","6"
"2018000000","","2018年","01519","","利尻富士町","","18","1","54","-","-","-","1","-","-","-","6","4"
"2018000000","","2018年","01520","","幌延町","","11","2","38","-","-","-","-","-","-","-","8","8"
"2018000000","","2018年","01543","","美幌町","","91","12","244","-","-","1","2","-","-","-","78","28"
"2018000000","","2018年","01544","","津別町","","22","1","76","-","-","-","-","-","-","-","16","7"
"2018000000","","2018年","01545","","斜里町","","81","7","136","-","-","1","-","-","-","-","59","15"
"2018000000","","2018年","01546","","清里町","","26","-","57","-","-","-","-","-","-","-","14","4"
"2018000000","","2018年","01547","","小清水町","","32","-","69","-","-","-","-","-","-","-","23","-"
"2018000000","","2018年","01549","","訓子府町","","30","-","80","-","-","-","-","-","-","-","12","9"
"2018000000","","2018年","01550","","置戸町","","15","2","57","-","-","-","-","-","-","-","8","2"
"2018000000","","2018年","01552","","佐呂間町","","34","2","85","-","-","-","-","-","-","-","15","6"
"2018000000","","2018年","01555","","遠軽町","","129","8","308","-","-","1","2","-","-","-","90","24"
"2018000000","","2018年","01559","","湧別町","","45","2","155","-","-","1","1","-","-","-","18","14"
"2018000000","","2018年","01560","","滝上町","","10","-","42","-","-","-","-","-","-","-","9","2"
"2018000000","","2018年","01561","","興部町","","25","2","52","-","-","-","-","-","-","-","14","8"
"2018000000","","2018年","01562","","西興部村","","12","1","21","-","-","-","-","-","-","-","3","1"
"2018000000","","2018年","01563","","雄武町","","19","2","62","1","-","-","-","-","-","-","13","6"
"2018000000","","2018年","01564","","大空町","","49","6","108","-","-","1","2","-","-","-","22","7"
"2018000000","","2018年","01571","","豊浦町","","25","4","65","-","-","1","1","1","1","-","9","7"
"2018000000","","2018年","01575","","壮瞥町","","13","1","42","-","-","-","-","-","-","-","5","1"
"2018000000","","2018年","01578","","白老町","","49","6","292","-","-","-","2","-","-","-","60","24"
"2018000000","","2018年","01581","","厚真町","","37","2","108","-","-","2","2","1","1","-","15","7"
"2018000000","","2018年","01584","","洞爺湖町","","40","5","162","-","-","1","2","1","1","-","30","12"
"2018000000","","2018年","01585","","安平町","","41","5","109","-","-","1","-","-","-","-","42","11"
"2018000000","","2018年","01586","","むかわ町","","48","3","143","-","-","1","-","1","1","-","23","13"
"2018000000","","2018年","01601","","日高町","","58","3","189","-","-","-","-","-","-","-","59","12"
"2018000000","","2018年","01602","","平取町","","30","1","73","-","-","1","-","-","-","-","13","5"
"2018000000","","2018年","01604","","新冠町","","39","3","47","-","-","-","1","-","-","-","17","10"
"2018000000","","2018年","01607","","浦河町","","80","5","168","-","-","1","1","-","-","-","44","24"
"2018000000","","2018年","01608","","様似町","","11","1","74","-","-","1","-","-","-","-","12","4"
"2018000000","","2018年","01609","","えりも町","","26","2","57","-","-","-","-","-","-","-","16","7"
"2018000000","","2018年","01610","","新ひだか町","","130","15","331","-","-","3","-","1","1","-","89","41"
"2018000000","","2018年","01631","","音更町","","304","24","481","-","-","2","4","-","-","-","164","96"
"2018000000","","2018年","01632","","士幌町","","41","4","67","-","-","-","-","-","-","-","25","12"
"2018000000","","2018年","01633","","上士幌町","","29","1","80","-","-","1","-","-","-","-","19","5"
"2018000000","","2018年","01634","","鹿追町","","40","3","74","-","-","-","-","-","-","-","12","9"
"2018000000","","2018年","01635","","新得町","","33","3","100","1","1","-","-","1","-","1","26","11"
"2018000000","","2018年","01636","","清水町","","48","5","124","-","-","2","1","-","-","-","33","15"
"2018000000","","2018年","01637","","芽室町","","111","9","177","-","-","2","3","-","-","-","69","24"
"2018000000","","2018年","01638","","中札内村","","19","1","49","-","-","-","-","-","-","-","11","7"
"2018000000","","2018年","01639","","更別村","","26","6","43","-","-","-","-","-","-","-","14","3"
"2018000000","","2018年","01641","","大樹町","","47","4","67","-","-","-","1","-","-","-","16","9"
"2018000000","","2018年","01642","","広尾町","","45","1","101","-","-","1","-","1","1","-","23","14"
"2018000000","","2018年","01643","","幕別町","","165","14","302","-","-","2","3","-","-","-","84","49"
"2018000000","","2018年","01644","","池田町","","26","6","112","-","-","2","-","-","-","-","27","6"
"2018000000","","2018年","01645","","豊頃町","","19","1","41","-","-","-","-","-","-","-","17","2"
"2018000000","","2018年","01646","","本別町","","33","2","117","-","-","1","-","-","-","-","24","10"
"2018000000","","2018年","01647","","足寄町","","43","5","123","-","-","1","1","-","-","-","19","7"
"2018000000","","2018年","01648","","陸別町","","15","-","41","-","-","1","-","-","-","-","6","1"
"2018000000","","2018年","01649","","浦幌町","","26","2","86","-","-","-","-","-","-","-","12","4"
"2018000000","","2018年","01661","","釧路町","","159","23","213","-","-","2","-","1","1","-","88","45"
"2018000000","","2018年","01662","","厚岸町","","53","7","142","-","-","-","-","-","-","-","32","18"
"2018000000","","2018年","01663","","浜中町","","38","3","82","-","-","-","-","-","-","-","24","12"
"2018000000","","2018年","01664","","標茶町","","40","4","84","-","-","1","-","-","-","-","32","15"
"2018000000","","2018年","01665","","弟子屈町","","42","3","139","-","-","-","-","-","-","-","26","8"
"2018000000","","2018年","01667","","鶴居村","","11","-","27","-","-","-","-","-","-","-","6","7"
"2018000000","","2018年","01668","","白糠町","","24","4","115","-","-","-","-","-","-","-","21","13"
"2018000000","","2018年","01691","","別海町","","107","4","176","-","-","1","2","-","-","-","69","28"
"2018000000","","2018年","01692","","中標津町","","197","13","222","-","-","3","2","2","2","-","123","58"
"2018000000","","2018年","01693","","標津町","","27","4","57","-","-","1","-","-","-","-","22","10"
"2018000000","","2018年","01694","","羅臼町","","25","4","62","-","-","1","-","-","-","-","22","10"
"2018000000","","2018年","02000","","青森県","","7,803","774","17,936","15","10","91","100","21","13","8","4,737","2,022"
"2018000000","","2018年","02010","","市部","","6,329","628","13,210","13","9","68","87","18","11","7","3,826","1,608"
"2018000000","","2018年","02020","","郡部","","1,474","146","4,726","2","1","23","13","3","2","1","911","414"
"2018000000","","2018年","02201","","青森市","","1,752","180","3,664","6","4","20","16","7","3","4","1,062","462"
"2018000000","","2018年","02202","","弘前市","","1,110","114","2,317","3","3","12","17","3","1","2","675","238"
"2018000000","","2018年","02203","","八戸市","","1,600","156","2,801","2","1","10","27","4","3","1","954","398"
"2018000000","","2018年","02204","","黒石市","","205","14","492","-","-","-","5","-","-","-","119","50"
"2018000000","","2018年","02205","","五所川原市","","282","30","828","1","1","2","4","-","-","-","181","96"
"2018000000","","2018年","02206","","十和田市","","382","32","826","-","-","3","4","-","-","-","202","108"
"2018000000","","2018年","02207","","三沢市","","340","41","440","-","-","6","3","2","2","-","240","72"
"2018000000","","2018年","02208","","むつ市","","349","27","816","-","-","9","5","1","1","-","216","93"
"2018000000","","2018年","02209","","つがる市","","149","13","571","-","-","2","5","-","-","-","90","50"
"2018000000","","2018年","02210","","平川市","","160","21","455","1","-","4","1","1","1","-","87","41"
"2018000000","","2018年","02301","","平内町","","57","6","177","-","-","-","-","-","-","-","35","14"
"2018000000","","2018年","02303","","今別町","","4","2","68","-","-","1","-","-","-","-","10","2"
"2018000000","","2018年","02304","","蓬田村","","9","-","42","-","-","-","-","-","-","-","7","3"
"2018000000","","2018年","02307","","外ヶ浜町","","12","-","133","-","-","-","-","-","-","-","16","6"
"2018000000","","2018年","02321","","鰺ヶ沢町","","25","2","203","-","-","-","-","-","-","-","14","14"
"2018000000","","2018年","02323","","深浦町","","24","2","182","-","-","-","-","-","-","-","22","8"
"2018000000","","2018年","02343","","西目屋村","","6","-","26","-","-","-","-","-","-","-","4","4"
"2018000000","","2018年","02361","","藤崎町","","113","11","216","1","1","-","1","1","-","1","44","21"
"2018000000","","2018年","02362","","大鰐町","","30","3","154","-","-","-","-","-","-","-","34","17"
"2018000000","","2018年","02367","","田舎館村","","45","9","130","1","-","1","-","-","-","-","19","7"
"2018000000","","2018年","02381","","板柳町","","64","5","226","-","-","2","-","-","-","-","38","22"
"2018000000","","2018年","02384","","鶴田町","","69","8","210","-","-","-","1","-","-","-","38","15"
"2018000000","","2018年","02387","","中泊町","","44","3","210","-","-","1","-","-","-","-","28","14"
"2018000000","","2018年","02401","","野辺地町","","63","8","202","-","-","-","1","-","-","-","44","22"
"2018000000","","2018年","02402","","七戸町","","70","7","241","-","-","-","1","-","-","-","51","27"
"2018000000","","2018年","02405","","六戸町","","78","7","139","-","-","1","-","-","-","-","40","14"
"2018000000","","2018年","02406","","横浜町","","19","2","83","-","-","-","1","-","-","-","12","7"
"2018000000","","2018年","02408","","東北町","","96","9","275","-","-","1","2","-","-","-","58","26"
"2018000000","","2018年","02411","","六ヶ所村","","77","6","110","-","-","1","1","1","1","-","45","24"
"2018000000","","2018年","02412","","おいらせ町","","183","12","283","-","-","5","1","1","1","-","106","49"
"2018000000","","2018年","02423","","大間町","","27","2","65","-","-","2","-","-","-","-","28","8"
"2018000000","","2018年","02424","","東通村","","41","5","90","-","-","1","1","-","-","-","17","14"
"2018000000","","2018年","02425","","風間浦村","","4","1","40","-","-","-","-","-","-","-","5","3"
"2018000000","","2018年","02426","","佐井村","","6","-","41","-","-","-","-","-","-","-","9","-"
"2018000000","","2018年","02441","","三戸町","","41","4","195","-","-","-","1","-","-","-","23","12"
"2018000000","","2018年","02442","","五戸町","","73","11","281","-","-","2","1","-","-","-","41","9"
"2018000000","","2018年","02443","","田子町","","22","2","113","-","-","1","-","-","-","-","17","6"
"2018000000","","2018年","02445","","南部町","","85","10","368","-","-","2","1","-","-","-","52","15"
"2018000000","","2018年","02446","","階上町","","83","9","156","-","-","2","-","-","-","-","50","28"
"2018000000","","2018年","02450","","新郷村","","4","-","67","-","-","-","-","-","-","-","4","3"
"2018000000","","2018年","03000","","岩手県","","7,615","770","17,390","23","8","89","83","33","28","5","4,439","1,843"
"2018000000","","2018年","03010","","市部","","6,433","618","14,056","20","6","70","73","28","24","4","3,799","1,528"
"2018000000","","2018年","03020","","郡部","","1,182","152","3,334","3","2","19","10","5","4","1","640","315"
"2018000000","","2018年","03201","","盛岡市","","2,076","189","3,087","5","1","24","20","10","9","1","1,289","462"
"2018000000","","2018年","03202","","宮古市","","341","27","911","-","-","8","3","4","4","-","165","71"
"2018000000","","2018年","03203","","大船渡市","","197","25","607","-","-","3","1","1","1","-","121","62"
"2018000000","","2018年","03205","","花巻市","","565","47","1,508","3","-","3","8","1","1","-","325","132"
"2018000000","","2018年","03206","","北上市","","633","74","1,025","3","-","6","7","2","2","-","431","171"
"2018000000","","2018年","03207","","久慈市","","197","19","486","1","1","3","2","1","1","-","122","55"
"2018000000","","2018年","03208","","遠野市","","151","9","522","-","-","3","1","1","1","-","65","35"
"2018000000","","2018年","03209","","一関市","","629","70","1,953","1","-","6","10","1","1","-","371","170"
"2018000000","","2018年","03210","","陸前高田市","","88","13","324","-","-","1","1","1","1","-","66","24"
"2018000000","","2018年","03211","","釜石市","","177","22","616","-","-","1","3","-","-","-","116","50"
"2018000000","","2018年","03213","","二戸市","","160","18","436","1","-","2","1","-","-","-","79","30"
"2018000000","","2018年","03214","","八幡平市","","115","9","427","-","-","2","2","1","1","-","58","23"
"2018000000","","2018年","03215","","奥州市","","696","58","1,695","3","2","1","9","1","-","1","359","149"
"2018000000","","2018年","03216","","滝沢市","","408","38","459","3","2","7","5","4","2","2","232","94"
"2018000000","","2018年","03301","","雫石町","","76","5","239","1","-","1","-","-","-","-","39","35"
"2018000000","","2018年","03302","","葛巻町","","20","6","117","-","-","-","-","-","-","-","8","6"
"2018000000","","2018年","03303","","岩手町","","70","8","232","-","-","2","1","-","-","-","37","16"
"2018000000","","2018年","03321","","紫波町","","189","23","392","-","-","2","5","1","1","-","100","58"
"2018000000","","2018年","03322","","矢巾町","","197","26","234","-","-","2","-","1","1","-","134","47"
"2018000000","","2018年","03366","","西和賀町","","15","2","128","-","-","-","-","-","-","-","9","5"
"2018000000","","2018年","03381","","金ケ崎町","","104","12","198","-","-","1","1","-","-","-","58","28"
"2018000000","","2018年","03402","","平泉町","","48","4","122","-","-","1","1","-","-","-","16","5"
"2018000000","","2018年","03441","","住田町","","25","7","106","-","-","-","-","-","-","-","12","7"
"2018000000","","2018年","03461","","大槌町","","70","18","183","-","-","1","1","-","-","-","39","15"
"2018000000","","2018年","03482","","山田町","","84","10","249","-","-","4","1","1","1","-","51","16"
"2018000000","","2018年","03483","","岩泉町","","36","3","187","-","-","1","-","-","-","-","26","12"
"2018000000","","2018年","03484","","田野畑村","","12","-","72","-","-","-","-","-","-","-","5","3"
"2018000000","","2018年","03485","","普代村","","15","-","46","-","-","-","-","-","-","-","7","6"
"2018000000","","2018年","03501","","軽米町","","50","6","166","-","-","-","-","-","-","-","20","8"
"2018000000","","2018年","03503","","野田村","","35","3","64","-","-","1","-","-","-","-","7","5"
"2018000000","","2018年","03506","","九戸村","","20","5","114","-","-","1","-","1","1","-","11","3"
"2018000000","","2018年","03507","","洋野町","","61","5","254","1","1","-","-","-","-","-","38","25"
"2018000000","","2018年","03524","","一戸町","","55","9","231","1","1","2","-","1","-","1","23","15"
"2018000000","","2018年","04000","","宮城県","","16,211","1,503","24,520","34","16","165","173","50","40","10","10,328","3,645"
"2018000000","","2018年","04020","","その他の市","","5,669","551","10,932","10","5","62","64","18","15","3","3,349","1,432"
"2018000000","","2018年","04030","","郡部","","2,135","199","4,592","6","3","21","26","7","6","1","1,229","516"
"2018000000","","2018年","04010","","仙台市","","8,407","753","8,996","18","8","82","83","25","19","6","5,750","1,697"
"2018000000","","2018年","04101","","青葉区","","2,084","180","2,597","6","1","25","23","4","3","1","1,541","433"
"2018000000","","2018年","04102","","宮城野区","","1,826","181","1,507","4","2","19","24","10","8","2","1,254","364"
"2018000000","","2018年","04103","","若林区","","1,222","95","1,134","4","4","10","13","4","2","2","911","220"
"2018000000","","2018年","04104","","太白区","","1,898","177","2,046","4","1","14","14","5","4","1","1,094","353"
"2018000000","","2018年","04105","","泉区","","1,377","120","1,712","-","-","14","9","2","2","-","950","327"
"2018000000","","2018年","04202","","石巻市","","875","89","1,954","1","-","12","11","4","4","-","554","238"
"2018000000","","2018年","04203","","塩竈市","","280","22","687","1","-","4","3","2","2","-","204","99"
"2018000000","","2018年","04205","","気仙沼市","","299","29","1,027","-","-","3","2","1","1","-","200","104"
"2018000000","","2018年","04206","","白石市","","179","17","486","-","-","1","1","-","-","-","112","46"
"2018000000","","2018年","04207","","名取市","","597","63","663","2","1","10","5","3","2","1","350","129"
"2018000000","","2018年","04208","","角田市","","155","20","474","-","-","3","3","1","1","-","100","47"
"2018000000","","2018年","04209","","多賀城市","","598","56","556","1","1","5","8","-","-","-","348","107"
"2018000000","","2018年","04211","","岩沼市","","361","31","402","3","2","1","3","1","-","1","203","68"
"2018000000","","2018年","04212","","登米市","","443","44","1,159","-","-","4","4","1","1","-","245","114"
"2018000000","","2018年","04213","","栗原市","","322","34","1,164","-","-","4","2","-","-","-","165","95"
"2018000000","","2018年","04214","","東松島市","","291","30","413","1","1","2","3","2","1","1","162","66"
"2018000000","","2018年","04215","","大崎市","","885","79","1,637","1","-","11","14","3","3","-","534","233"
"2018000000","","2018年","04216","","富谷市","","384","37","310","-","-","2","5","-","-","-","172","86"
"2018000000","","2018年","04301","","蔵王町","","60","7","208","-","-","1","1","-","-","-","31","23"
"2018000000","","2018年","04302","","七ヶ宿町","","3","1","44","-","-","-","-","-","-","-","2","2"
"2018000000","","2018年","04321","","大河原町","","178","10","252","1","-","-","1","-","-","-","92","23"
"2018000000","","2018年","04322","","村田町","","51","4","173","-","-","3","2","1","1","-","37","19"
"2018000000","","2018年","04323","","柴田町","","259","18","373","1","1","4","2","1","1","-","151","59"
"2018000000","","2018年","04324","","川崎町","","37","3","116","-","-","-","1","-","-","-","24","7"
"2018000000","","2018年","04341","","丸森町","","56","9","225","-","-","-","-","-","-","-","32","19"
"2018000000","","2018年","04361","","亘理町","","204","18","390","-","-","-","1","-","-","-","111","53"
"2018000000","","2018年","04362","","山元町","","45","2","184","-","-","1","3","-","-","-","34","24"
"2018000000","","2018年","04401","","松島町","","64","6","211","-","-","-","-","-","-","-","41","18"
"2018000000","","2018年","04404","","七ヶ浜町","","95","13","220","-","-","1","2","-","-","-","68","33"
"2018000000","","2018年","04406","","利府町","","277","26","266","1","1","5","4","3","2","1","134","47"
"2018000000","","2018年","04421","","大和町","","265","37","280","2","1","1","3","-","-","-","147","38"
"2018000000","","2018年","04422","","大郷町","","37","1","144","-","-","-","1","-","-","-","21","9"
"2018000000","","2018年","04424","","大衡村","","35","6","89","-","-","1","-","-","-","-","22","8"
"2018000000","","2018年","04444","","色麻町","","34","2","112","-","-","-","-","-","-","-","20","22"
"2018000000","","2018年","04445","","加美町","","99","9","389","-","-","1","3","-","-","-","66","38"
"2018000000","","2018年","04501","","涌谷町","","92","8","230","-","-","2","-","2","2","-","59","21"
"2018000000","","2018年","04505","","美里町","","137","10","354","-","-","1","2","-","-","-","69","23"
"2018000000","","2018年","04581","","女川町","","36","1","113","1","-","-","-","-","-","-","25","12"
"2018000000","","2018年","04606","","南三陸町","","71","8","219","-","-","-","-","-","-","-","43","18"
"2018000000","","2018年","05000","","秋田県","","5,040","526","15,434","13","9","71","44","23","16","7","3,052","1,246"
"2018000000","","2018年","05010","","市部","","4,674","477","13,683","12","9","67","41","21","14","7","2,835","1,159"
"2018000000","","2018年","05020","","郡部","","366","49","1,751","1","-","4","3","2","2","-","217","87"
"2018000000","","2018年","05201","","秋田市","","1,911","207","3,575","4","2","24","11","4","2","2","1,194","432"
"2018000000","","2018年","05202","","能代市","","233","21","961","1","1","2","1","-","-","-","148","68"
"2018000000","","2018年","05203","","横手市","","446","50","1,523","-","-","5","4","1","1","-","267","118"
"2018000000","","2018年","05204","","大館市","","340","31","1,167","-","-","6","5","2","2","-","227","89"
"2018000000","","2018年","05206","","男鹿市","","74","3","551","-","-","1","2","-","-","-","54","19"
"2018000000","","2018年","05207","","湯沢市","","187","13","839","-","-","3","1","2","2","-","109","46"
"2018000000","","2018年","05209","","鹿角市","","157","19","538","1","-","3","2","1","1","-","93","32"
"2018000000","","2018年","05210","","由利本荘市","","399","39","1,192","3","3","9","5","5","2","3","198","94"
"2018000000","","2018年","05211","","潟上市","","160","18","444","1","1","2","2","2","1","1","101","37"
"2018000000","","2018年","05212","","大仙市","","437","31","1,403","1","1","8","5","3","2","1","248","134"
"2018000000","","2018年","05213","","北秋田市","","124","19","618","-","-","2","-","-","-","-","69","29"
"2018000000","","2018年","05214","","にかほ市","","112","13","395","-","-","2","1","1","1","-","64","27"
"2018000000","","2018年","05215","","仙北市","","94","13","477","1","1","-","2","-","-","-","63","34"
"2018000000","","2018年","05303","","小坂町","","21","2","102","-","-","-","-","-","-","-","9","9"
"2018000000","","2018年","05327","","上小阿仁村","","6","-","65","-","-","-","-","-","-","-","1","1"
"2018000000","","2018年","05346","","藤里町","","9","-","79","-","-","-","-","-","-","-","5","3"
"2018000000","","2018年","05348","","三種町","","54","11","317","-","-","-","1","-","-","-","33","10"
"2018000000","","2018年","05349","","八峰町","","23","2","129","-","-","1","-","-","-","-","8","6"
"2018000000","","2018年","05361","","五城目町","","43","6","199","-","-","1","-","-","-","-","18","6"
"2018000000","","2018年","05363","","八郎潟町","","16","5","94","-","-","1","1","1","1","-","15","7"
"2018000000","","2018年","05366","","井川町","","14","2","82","1","-","-","-","-","-","-","12","2"
"2018000000","","2018年","05368","","大潟村","","13","3","37","-","-","-","-","-","-","-","8","3"
"2018000000","","2018年","05434","","美郷町","","91","15","300","-","-","1","-","1","1","-","59","20"
"2018000000","","2018年","05463","","羽後町","","59","3","296","-","-","-","1","-","-","-","43","16"
"2018000000","","2018年","05464","","東成瀬村","","17","-","51","-","-","-","-","-","-","-","6","4"
"2018000000","","2018年","06000","","山形県","","6,973","629","15,320","17","9","71","77","28","21","7","4,039","1,487"
"2018000000","","2018年","06010","","市部","","5,820","524","11,607","15","8","63","66","25","19","6","3,373","1,222"
"2018000000","","2018年","06020","","郡部","","1,153","105","3,713","2","1","8","11","3","2","1","666","265"
"2018000000","","2018年","06201","","山形市","","1,840","149","2,837","6","3","22","18","9","6","3","1,057","357"
"2018000000","","2018年","06202","","米沢市","","503","59","1,087","1","1","6","9","1","1","-","335","108"
"2018000000","","2018年","06203","","鶴岡市","","749","63","1,803","2","1","8","12","6","5","1","404","164"
"2018000000","","2018年","06204","","酒田市","","556","36","1,594","1","-","3","4","2","2","-","342","137"
"2018000000","","2018年","06205","","新庄市","","241","25","510","-","-","4","4","-","-","-","133","65"
"2018000000","","2018年","06206","","寒河江市","","287","33","543","-","-","3","1","-","-","-","168","59"
"2018000000","","2018年","06207","","上山市","","146","12","461","-","-","2","3","-","-","-","77","34"
"2018000000","","2018年","06208","","村山市","","105","9","382","-","-","1","1","-","-","-","65","24"
"2018000000","","2018年","06209","","長井市","","178","20","423","1","-","1","1","-","-","-","103","42"
"2018000000","","2018年","06210","","天童市","","497","47","654","1","1","5","7","3","3","-","260","89"
"2018000000","","2018年","06211","","東根市","","433","39","566","1","-","4","1","1","1","-","248","74"
"2018000000","","2018年","06212","","尾花沢市","","73","5","288","-","-","1","2","1","1","-","40","23"
"2018000000","","2018年","06213","","南陽市","","212","27","459","2","2","3","3","2","-","2","141","46"
"2018000000","","2018年","06301","","山辺町","","73","4","223","-","-","1","2","-","-","-","45","16"
"2018000000","","2018年","06302","","中山町","","61","2","171","-","-","1","2","1","1","-","28","11"
"2018000000","","2018年","06321","","河北町","","103","15","260","-","-","-","1","-","-","-","59","25"
"2018000000","","2018年","06322","","西川町","","19","1","113","-","-","-","-","-","-","-","11","3"
