"時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","都道府県・市部－郡部－市区町村別 コード","都道府県・市部－郡部－市区町村別 補助コード","都道府県・市部－郡部－市区町村別","/人口動態総覧","出生数【人】","2500g未満出生数【人】","死亡数【人】","乳児（１歳未満）死亡数【人】","新生児（生後4週未満）死亡数【人】","自然死産数【胎】","人工死産数【胎】","周産期死亡数【胎・人】","妊娠満22週以後の死産数【胎】","早期新生児（生後1週未満）死亡数【人】","婚姻件数【組】","離婚件数【組】"
"2016000000","","2016年","42020","","郡部","","1,209","108","1,543","2","1","18","12","5","5","-","580","226"
"2016000000","","2016年","42201","","長崎市","","3,136","268","5,070","4","4","27","39","12","9","3","1,970","711"
"2016000000","","2016年","42202","","佐世保市","","2,159","204","3,184","6","4","17","26","7","5","2","1,258","439"
"2016000000","","2016年","42203","","島原市","","387","35","642","-","-","9","3","3","3","-","172","59"
"2016000000","","2016年","42204","","諫早市","","1,146","110","1,470","2","2","15","14","6","5","1","601","226"
"2016000000","","2016年","42205","","大村市","","974","72","882","1","-","11","13","3","3","-","479","165"
"2016000000","","2016年","42207","","平戸市","","217","19","539","-","-","3","4","1","1","-","126","35"
"2016000000","","2016年","42208","","松浦市","","176","23","366","1","-","6","-","3","3","-","90","29"
"2016000000","","2016年","42209","","対馬市","","263","26","514","-","-","1","2","-","-","-","134","41"
"2016000000","","2016年","42210","","壱岐市","","212","21","412","1","-","1","-","-","-","-","101","39"
"2016000000","","2016年","42211","","五島市","","206","20","655","-","-","3","3","2","2","-","124","50"
"2016000000","","2016年","42212","","西海市","","202","19","463","-","-","2","-","1","1","-","94","45"
"2016000000","","2016年","42213","","雲仙市","","300","26","607","1","1","3","6","2","1","1","144","53"
"2016000000","","2016年","42214","","南島原市","","299","25","724","1","-","7","2","1","1","-","140","51"
"2016000000","","2016年","42307","","長与町","","407","36","322","1","-","7","4","1","1","-","185","69"
"2016000000","","2016年","42308","","時津町","","298","24","249","-","-","4","2","1","1","-","149","50"
"2016000000","","2016年","42321","","東彼杵町","","46","8","122","-","-","2","2","1","1","-","21","13"
"2016000000","","2016年","42322","","川棚町","","101","10","169","-","-","2","-","1","1","-","51","14"
"2016000000","","2016年","42323","","波佐見町","","116","10","174","1","1","2","3","1","1","-","65","22"
"2016000000","","2016年","42383","","小値賀町","","9","1","59","-","-","-","-","-","-","-","8","2"
"2016000000","","2016年","42391","","佐々町","","130","14","121","-","-","1","1","-","-","-","55","28"
"2016000000","","2016年","42411","","新上五島町","","102","5","327","-","-","-","-","-","-","-","46","28"
"2016000000","","2016年","43000","","熊本県","","14,896","1,300","21,379","29","16","176","220","48","38","10","7,982","2,916"
"2016000000","","2016年","43040","","その他の市","","5,360","471","9,706","9","3","54","83","15","12","3","2,786","1,121"
"2016000000","","2016年","43020","","郡部","","2,738","232","4,757","9","5","34","41","9","5","4","1,429","539"
"2016000000","","2016年","43030","","熊本市","","6,798","597","6,916","11","8","88","96","24","21","3","3,767","1,256"
"2016000000","","2016年","43101","","中央区","","1,470","126","1,647","4","2","21","28","2","2","-","1,030","301"
"2016000000","","2016年","43102","","東区","","1,880","170","1,579","2","2","26","19","10","9","1","936","317"
"2016000000","","2016年","43103","","西区","","770","78","1,061","3","3","6","10","2","1","1","408","143"
"2016000000","","2016年","43104","","南区","","1,391","125","1,209","2","1","14","16","6","5","1","653","203"
"2016000000","","2016年","43105","","北区","","1,287","98","1,420","-","-","21","23","4","4","-","740","292"
"2016000000","","2016年","43202","","八代市","","938","86","1,756","2","-","11","11","-","-","-","495","202"
"2016000000","","2016年","43203","","人吉市","","262","24","488","-","-","2","7","-","-","-","127","62"
"2016000000","","2016年","43204","","荒尾市","","429","44","727","-","-","3","4","1","1","-","191","95"
"2016000000","","2016年","43205","","水俣市","","175","22","364","1","1","1","-","2","1","1","103","38"
"2016000000","","2016年","43206","","玉名市","","511","47","882","1","-","3","5","1","1","-","254","106"
"2016000000","","2016年","43208","","山鹿市","","380","28","771","1","-","1","10","1","1","-","226","93"
"2016000000","","2016年","43210","","菊池市","","376","24","639","-","-","5","4","2","2","-","246","85"
"2016000000","","2016年","43211","","宇土市","","309","25","395","-","-","2","5","-","-","-","176","58"
"2016000000","","2016年","43212","","上天草市","","157","19","465","-","-","4","6","1","1","-","80","30"
"2016000000","","2016年","43213","","宇城市","","446","31","839","1","1","3","6","2","1","1","234","92"
"2016000000","","2016年","43214","","阿蘇市","","198","21","380","-","-","1","3","1","1","-","120","41"
"2016000000","","2016年","43215","","天草市","","502","48","1,499","2","1","11","14","2","1","1","267","114"
"2016000000","","2016年","43216","","合志市","","677","52","501","1","-","7","8","2","2","-","267","105"
"2016000000","","2016年","43348","","美里町","","40","1","199","-","-","-","2","-","-","-","23","14"
"2016000000","","2016年","43364","","玉東町","","24","1","75","-","-","-","1","-","-","-","24","7"
"2016000000","","2016年","43367","","南関町","","61","7","167","-","-","-","1","-","-","-","40","11"
"2016000000","","2016年","43368","","長洲町","","134","16","200","1","1","3","1","2","1","1","55","17"
"2016000000","","2016年","43369","","和水町","","59","3","170","-","-","1","-","-","-","-","29","11"
"2016000000","","2016年","43403","","大津町","","347","33","291","2","1","2","4","1","-","1","218","59"
"2016000000","","2016年","43404","","菊陽町","","522","46","281","-","-","8","3","2","2","-","262","89"
"2016000000","","2016年","43423","","南小国町","","32","1","82","-","-","-","2","-","-","-","11","4"
"2016000000","","2016年","43424","","小国町","","52","5","123","-","-","-","1","-","-","-","40","12"
"2016000000","","2016年","43425","","産山村","","7","1","29","-","-","-","-","-","-","-","2","3"
"2016000000","","2016年","43428","","高森町","","40","1","110","-","-","-","-","-","-","-","21","11"
"2016000000","","2016年","43432","","西原村","","54","6","98","-","-","4","-","-","-","-","26","16"
"2016000000","","2016年","43433","","南阿蘇村","","64","8","184","-","-","-","-","-","-","-","40","11"
"2016000000","","2016年","43441","","御船町","","108","9","212","-","-","2","4","-","-","-","49","24"
"2016000000","","2016年","43442","","嘉島町","","107","6","93","1","1","1","3","1","-","1","32","17"
"2016000000","","2016年","43443","","益城町","","313","34","381","2","1","5","4","1","1","-","148","42"
"2016000000","","2016年","43444","","甲佐町","","75","3","186","1","1","-","1","1","-","1","46","10"
"2016000000","","2016年","43447","","山都町","","71","6","308","-","-","1","-","-","-","-","58","24"
"2016000000","","2016年","43468","","氷川町","","74","7","191","-","-","-","1","-","-","-","47","16"
"2016000000","","2016年","43482","","芦北町","","90","7","306","-","-","2","2","-","-","-","59","22"
"2016000000","","2016年","43484","","津奈木町","","14","-","76","-","-","-","-","-","-","-","11","5"
"2016000000","","2016年","43501","","錦町","","103","8","122","-","-","1","2","-","-","-","37","22"
"2016000000","","2016年","43505","","多良木町","","58","4","165","-","-","1","1","-","-","-","32","21"
"2016000000","","2016年","43506","","湯前町","","21","1","69","-","-","1","1","-","-","-","15","9"
"2016000000","","2016年","43507","","水上村","","16","-","33","1","-","-","1","-","-","-","8","3"
"2016000000","","2016年","43510","","相良村","","30","2","72","-","-","-","-","-","-","-","7","3"
"2016000000","","2016年","43511","","五木村","","5","-","24","-","-","-","-","-","-","-","4","5"
"2016000000","","2016年","43512","","山江村","","25","-","41","-","-","-","1","-","-","-","13","11"
"2016000000","","2016年","43513","","球磨村","","23","4","81","-","-","-","1","-","-","-","13","6"
"2016000000","","2016年","43514","","あさぎり町","","126","9","261","1","-","1","4","-","-","-","41","29"
"2016000000","","2016年","43531","","苓北町","","43","3","127","-","-","1","-","1","1","-","18","5"
"2016000000","","2016年","44000","","大分県","","9,059","874","14,264","22","11","86","135","32","22","10","5,152","1,999"
"2016000000","","2016年","44010","","市部","","8,675","837","13,487","22","11","85","134","32","22","10","4,917","1,928"
"2016000000","","2016年","44020","","郡部","","384","37","777","-","-","1","1","-","-","-","235","71"
"2016000000","","2016年","44201","","大分市","","4,333","397","4,182","13","6","45","77","17","12","5","2,408","955"
"2016000000","","2016年","44202","","別府市","","809","77","1,462","1","-","7","15","2","2","-","531","196"
"2016000000","","2016年","44203","","中津市","","766","92","1,037","1","-","9","11","1","1","-","435","139"
"2016000000","","2016年","44204","","日田市","","505","63","938","1","1","9","6","5","4","1","266","111"
"2016000000","","2016年","44205","","佐伯市","","479","43","1,109","-","-","2","5","-","-","-","247","128"
"2016000000","","2016年","44206","","臼杵市","","196","23","632","1","1","1","3","1","-","1","99","48"
"2016000000","","2016年","44207","","津久見市","","82","9","314","-","-","-","-","-","-","-","50","20"
"2016000000","","2016年","44208","","竹田市","","99","13","452","-","-","-","-","-","-","-","72","28"
"2016000000","","2016年","44209","","豊後高田市","","166","13","426","1","1","-","2","1","-","1","77","28"
"2016000000","","2016年","44210","","杵築市","","196","20","476","-","-","1","2","-","-","-","114","43"
"2016000000","","2016年","44211","","宇佐市","","415","44","849","2","1","6","4","2","1","1","234","96"
"2016000000","","2016年","44212","","豊後大野市","","214","14","623","2","1","1","5","2","1","1","131","47"
"2016000000","","2016年","44213","","由布市","","268","17","448","-","-","3","2","1","1","-","162","61"
"2016000000","","2016年","44214","","国東市","","147","12","539","-","-","1","2","-","-","-","91","28"
"2016000000","","2016年","44322","","姫島村","","9","1","41","-","-","-","-","-","-","-","3","-"
"2016000000","","2016年","44341","","日出町","","220","16","327","-","-","-","-","-","-","-","112","40"
"2016000000","","2016年","44461","","九重町","","46","7","166","-","-","-","-","-","-","-","44","15"
"2016000000","","2016年","44462","","玖珠町","","109","13","243","-","-","1","1","-","-","-","76","16"
"2016000000","","2016年","45000","","宮崎県","","8,929","883","13,702","25","11","99","141","31","23","8","5,097","2,202"
"2016000000","","2016年","45010","","市部","","7,620","752","11,179","21","10","82","117","26","18","8","4,421","1,869"
"2016000000","","2016年","45020","","郡部","","1,309","131","2,523","4","1","17","24","5","5","-","676","333"
"2016000000","","2016年","45201","","宮崎市","","3,543","351","4,055","8","4","33","52","13","9","4","2,070","811"
"2016000000","","2016年","45202","","都城市","","1,435","162","2,135","4","3","22","20","8","5","3","780","349"
"2016000000","","2016年","45203","","延岡市","","969","92","1,579","2","1","7","17","2","1","1","552","253"
"2016000000","","2016年","45204","","日南市","","394","49","820","1","1","7","8","2","2","-","230","114"
"2016000000","","2016年","45205","","小林市","","356","23","699","1","1","1","5","-","-","-","202","90"
"2016000000","","2016年","45206","","日向市","","494","39","681","3","-","5","8","-","-","-","322","138"
"2016000000","","2016年","45207","","串間市","","122","6","360","2","-","1","2","-","-","-","76","40"
"2016000000","","2016年","45208","","西都市","","183","15","475","-","-","4","2","1","1","-","106","46"
"2016000000","","2016年","45209","","えびの市","","124","15","375","-","-","2","3","-","-","-","83","28"
"2016000000","","2016年","45341","","三股町","","250","35","265","-","-","4","6","1","1","-","101","63"
"2016000000","","2016年","45361","","高原町","","50","5","172","-","-","-","1","-","-","-","31","14"
"2016000000","","2016年","45382","","国富町","","107","12","292","1","-","1","1","1","1","-","48","27"
"2016000000","","2016年","45383","","綾町","","46","5","94","-","-","2","3","-","-","-","20","20"
"2016000000","","2016年","45401","","高鍋町","","179","14","260","2","-","3","3","1","1","-","94","46"
"2016000000","","2016年","45402","","新富町","","141","12","171","-","-","1","2","-","-","-","112","31"
"2016000000","","2016年","45403","","西米良村","","11","-","18","-","-","1","-","-","-","-","6","-"
"2016000000","","2016年","45404","","木城町","","37","1","71","-","-","1","1","1","1","-","14","13"
"2016000000","","2016年","45405","","川南町","","98","8","198","-","-","2","4","-","-","-","56","32"
